Stock, Daily Change, avg low, avg high, Weekly Change, percentage Profit, Highest, Lowest, Daily Average Price, RSI, Rating, Current Price, resistenceLine
AAOI, 0.7099998474121094, 10.797999954223632, 11.507999801635743, 0.7099998474121094, 6.466301247836862, 12.15999984741211, 10.444999694824219, 11.022000122070313, 99.47377195507147, OverBought, 11.210000038146973
ACB, 0.6943799972534179, 6.576000022888183, 7.270380020141602, 0.694379997253418, 10.166617935723746, 7.579899787902832, 6.150000095367432, 6.978000068664551, 98.26892259570523, OverBought, 7.28000020980835
ACCD, 0.6129000663757325, 8.683100032806397, 9.296000099182129, 0.6129000663757325, 8.042780123602848, 9.670000076293945, 7.620500087738037, 9.08799991607666, 98.55974731963697, OverBought, 8.289999961853027
ACMR, 2.127360534667969, 26.092439651489258, 28.219800186157226, 2.127360534667969, 8.397851787556824, 29.16900062561035, 25.0, 27.136000061035155, 99.68940346391847, OverBought, 26.100000381469727
ACRV, 1.088859748840332, 8.714020156860352, 9.802879905700683, 1.088859748840332, 12.94704879862845, 10.270000457763672, 7.800000190734863, 9.150279998779297, 98.3512908881795, OverBought, 8.451399803161621
ADVM, 0.7900001525878906, 10.231999969482422, 11.022000122070313, 0.7900001525878907, 8.324553968822787, 11.869999885559082, 9.34000015258789, 10.286000061035157, 98.27120398398043, OverBought, 9.510000228881836
ADXN, 1.2130001068115235, 16.14699993133545, 17.36000003814697, 1.2130001068115235, 8.670479818846868, 20.040000915527344, 13.989999771118164, 16.79400005340576, 98.73347470809118, OverBought, 14.989999771118164
AEYE, 1.4760000228881835, 13.045999908447266, 14.521999931335449, 1.4760000228881833, 10.5053380985825, 16.219999313354492, 11.25, 13.842000198364257, 99.84838739643084, OverBought, 14.600000381469727
AFMD, 0.43000011444091796, 4.834999847412109, 5.264999961853027, 0.430000114440918, 8.686871333531517, 5.460000038146973, 4.559999942779541, 5.046000003814697, 97.91181866488164, OverBought, 5.119999885559082
AFRM, 2.177000045776367, 30.77100028991699, 32.94800033569336, 2.177000045776367, 7.0361991215223325, 33.90999984741211, 30.270000457763672, 32.359000015258786, 99.89007786518712, OverBought, 33.34000015258789
AG, 0.3680000305175781, 6.542000007629395, 6.910000038146973, 0.3680000305175782, 5.459941291014718, 7.110000133514404, 6.190000057220459, 6.771900081634522, 99.46151861358996, OverBought, 6.749499797821045
AGEN, 1.457900047302246, 6.520099925994873, 7.977999973297119, 1.457900047302246, 17.191203458124978, 10.319999694824219, 4.909999847412109, 7.612040042877197, 100, OverBought, 10.110199928283691
AGL, 0.31999998092651366, 5.0920000076293945, 5.411999988555908, 0.31999998092651366, 6.311636490963936, 5.570000171661377, 4.994999885559082, 5.221000003814697, 99.0702330663707, OverBought, 5.144999980926514
AIRI, 0.34200000762939453, 4.915999984741211, 5.257999992370605, 0.34200000762939453, 6.745562052265678, 5.550000190734863, 4.699999809265137, 5.088699913024902, 98.65755215526661, OverBought, 5.483500003814697
AIRT, 1.648000717163086, 24.471999740600587, 26.120000457763673, 1.6480007171630862, 6.350676950717787, 27.68000030517578, 22.829999923706055, 25.732000732421874, 99.85456671635959, OverBought, 25.950000762939453
AKA, 0.7044401168823242, 12.119540023803712, 12.823980140686036, 0.7044401168823243, 5.341644884051597, 13.399999618530273, 11.220000267028809, 12.561980056762696, 99.79535557119242, OverBought, 13.399900436401367
AKRO, 1.0979999542236327, 19.58199996948242, 20.679999923706056, 1.097999954223633, 5.7911392787083145, 21.510000228881836, 18.200000762939453, 20.054000473022462, 99.49355093500196, OverBought, 19.290000915527344
ALAR, 2.989979553222656, 24.778000259399413, 27.76797981262207, 2.989979553222656, 10.852920638925116, 29.609899520874023, 21.020000457763672, 26.931999588012694, 99.88796104401739, OverBought, 28.959999084472656
ALCC, 0.7022998809814454, 12.608000183105469, 13.310300064086913, 0.7022998809814454, 5.609423764405281, 13.61050033569336, 12.260000228881836, 12.981999969482422, 99.69831208446047, OverBought, 12.930000305175781
ALRN, 0.531399917602539, 4.651599979400634, 5.182999897003174, 0.531399917602539, 10.64929743440574, 5.429999828338623, 4.269999980926514, 4.892999935150146, 100, OverBought, 5.034999847412109
ALT, 0.6439999580383301, 6.996000003814697, 7.639999961853027, 0.6439999580383301, 9.333332596193776, 8.229999542236328, 6.78000020980835, 7.335999965667725, 99.01736144163455, OverBought, 7.360000133514404
ALTI, 0.25100002288818357, 4.838999938964844, 5.089999961853027, 0.25100002288818357, 5.080972064389232, 5.159999847412109, 4.71999979019165, 4.97599983215332, 100, OverBought, 5.059999942779541
ALXO, 1.2586004257202148, 15.153399848937989, 16.412000274658205, 1.258600425720215, 7.498364236888952, 17.3700008392334, 13.880000114440918, 16.020000076293947, 100, OverBought, 17.280000686645508
AMRC, 1.2799999237060546, 19.797999954223634, 21.077999877929688, 1.2799999237060546, 6.07210592191036, 22.09000015258789, 18.489999771118164, 20.858000183105467, 99.92029519792028, OverBought, 22.040000915527344
AMSC, 0.6100200653076172, 11.617980003356934, 12.228000068664551, 0.6100200653076172, 5.143551302278939, 12.489999771118164, 11.359999656677246, 12.009679794311523, 99.64874944940246, OverBought, 12.24839973449707
ANGO, 0.29800004959106446, 5.9, 6.198000049591064, 0.2980000495910644, 5.17361176648623, 6.440000057220459, 5.71999979019165, 5.960000133514404, 98.53137477827711, OverBought, 5.860000133514404
ANL, 1.7627601623535156, 12.275399971008301, 14.038160133361817, 1.7627601623535154, 14.656689945401016, 15.550000190734863, 11.399999618530273, 13.388000106811523, 98.7352438987135, OverBought, 13.050000190734863
